id,track_name,track_explicit,track_popularity,album_name,album_release_date,album_release_date_precision,artist_name,audio_avg_pitches,audio_avg_timbre,audio_acousticness,audio_danceability,audio_duration_ms,audio_energy,audio_instrumentalness,audio_key_1,audio_liveness,audio_loudness,audio_mode_1,audio_speechiness,audio_tempo,audio_time_signature,audio_valence,track_uri,track_genre
5eB7w8UZJKjL5XmnC6Pctg,Lying Is the Most Fun a Girl Can Have Without Taking Her Clothes Off,True,62,A Fever You Can't Sweat Out,2005-09-27,day,Panic! At The Disco,"[0.5113341772151903, 0.33589873417721533, 0.2874151898734178, 0.38791898734177194, 0.27577974683544315, 0.37240126582278493, 0.3300088607594938, 0.4078481012658228, 0.4652291139240503, 0.2579113924050633, 0.308505063291139, 0.35237721518987314]","[48.86567468354434, 29.620159493670887, 8.161246835443048, -7.031791139240496, 29.286196202531624, -29.230669620253206, -0.7799075949367091, 3.051882278481014, -9.458807594936708, 2.97480253164557, -9.918330379746843, -0.7096341772151892]",0.106,0.66,200227,0.8,0,8,0.154,-4.644,1,0.0992,125.966,4,0.476,spotify:track:5eB7w8UZJKjL5XmnC6Pctg,alternative
0t2QiRkpag0fAgs9zuCPlH,Disparate Youth,False,56,Master of My Make-Believe,2012-04-21,day,Santigold,"[0.48778877887788813, 0.5814051155115509, 0.33120049504950483, 0.28007920792079194, 0.35014026402640286, 0.5874735973597356, 0.3644612211221126, 0.3103234323432341, 0.3506361386138615, 0.2602343234323432, 0.3474108910891086, 0.27879042904290435]","[51.17455198019801, 24.155476897689777, -14.561285478547838, -1.089790429042897, 13.901945544554458, -27.762903465346543, -0.450273927392738, 4.203495874587461, 6.1454240924092405, 6.390199669966996, -9.612556930693067, 2.0306815181518116]",0.0131,0.642,284400,0.931,0.825,1,0.215,-4.142,1,0.0417,152.005,4,0.548,spotify:track:0t2QiRkpag0fAgs9zuCPlH,alternative
2JwPc1L4DNwB87UpEV6G3r,It Lingers,False,0,We Don't Need,2012,year,Cheyenne Marie Mize,"[0.35715858453473087, 0.18274967234600256, 0.36571690694626424, 0.12513499344692003, 0.18505766710353874, 0.3696867627785059, 0.23841153342070756, 0.6103813892529486, 0.1974311926605503, 0.260496723460026, 0.24313106159895156, 0.2476972477064217]","[46.391280471821716, -34.42338401048494, 18.261956749672358, -13.258131061598949, 9.331619921363048, -23.33244954128442, -7.5579528178243836, -2.744480996068154, -14.634422018348625, -9.766545216251634, -4.53459633027523, -6.174119266055048]",0.425,0.469,299307,0.435,0.0353,0,0.209,-9.177,1,0.0277,117.293,3,0.206,spotify:track:2JwPc1L4DNwB87UpEV6G3r,alternative
2bD1AW4yqiCurGCva6r88a,You Are a Tourist,False,44,Codes and Keys,2011-05-27,day,Death Cab for Cutie,"[0.42516596104995824, 0.5665673158340391, 0.60977815410669, 0.3489432684165963, 0.3938035563082141, 0.27987891617273525, 0.32649534292972016, 0.41372819644369185, 0.22789500423369993, 0.289618966977138, 0.21097967823878064, 0.2817222692633365]","[47.649430990685865, 34.32317696867061, -10.488903471634208, -10.325068585944123, 1.799552074513122, -34.24261134631667, -0.4949220999153296, -4.837917866215069, -4.735308213378491, -0.22328365791701998, -8.885825571549532, -1.8425698560541928]",0.000254,0.569,286653,0.872,0.144,2,0.283,-7.566,1,0.0314,95.16,4,0.661,spotify:track:2bD1AW4yqiCurGCva6r88a,alternative
53eJFr4Mfbw5PXJ01K6cFw,Daughter - Remastered,False,66,Vs.,1993-10-19,day,Pearl Jam,"[0.4657144592952612, 0.33843377885783693, 0.36919076549210234, 0.25097326852976914, 0.40669744835965926, 0.24244714459295252, 0.29145321992709605, 0.5426925880923452, 0.3024690157958688, 0.3120218712029161, 0.25932199270959916, 0.3811591737545572]","[43.52290886998791, 54.48202551640339, -2.792810449574726, 4.709680437424059, 9.339226002430134, -24.49688821385178, 4.831448359659778, 1.1040729040097192, -10.203416767922233, -1.0751555285540706, -9.195556500607537, 6.14243134872418]",0.00746,0.615,234333,0.702,0.00431,7,0.0608,-9.686,1,0.0278,96.987,4,0.734,spotify:track:53eJFr4Mfbw5PXJ01K6cFw,alternative
2ZnnQ6teVXCuKPHDuooAlX,First Love Never Die,False,0,First Love Never Die,2012-01-30,day,Soko,"[0.5401000000000004, 0.18071034482758616, 0.11167931034482771, 0.1108310344827588, 0.35406206896551723, 0.38393333333333285, 0.13254022988505756, 0.1660471264367816, 0.1639919540229886, 0.3941137931034487, 0.21598735632183907, 0.23204137931034474]","[43.46168620689654, -43.64261494252879, -32.65746206896556, -20.09397816091951, 22.407955172413786, -27.501871264367796, -2.405293103448283, -11.06941264367817, 1.8944873563218416, -2.07485517241379, -9.030932183908051, -7.837911494252884]",0.455,0.344,262227,0.364,0.188,5,0.105,-12.592,1,0.0339,89.354,4,0.237,spotify:track:2ZnnQ6teVXCuKPHDuooAlX,alternative
0mWiuXuLAJ3Brin3Or2x6v,Learn to Fly,False,55,Greatest Hits,2009-11-03,day,Foo Fighters,"[0.3384761235955059, 0.35746629213483133, 0.2649536516853932, 0.26803089887640447, 0.4772766853932581, 0.33264747191011224, 0.488816011235955, 0.35406039325842675, 0.2789255617977527, 0.2996320224719101, 0.24512780898876396, 0.6056067415730338]","[55.44559269662922, 58.15504353932584, 11.6206629213483, -15.45546629213485, -5.299561797752809, -30.484188202247168, 2.14813202247191, 5.081495786516851, -8.63128932584269, -0.5850786516853933, -8.453588483146058, -2.858453651685393]",1.92e-05,0.439,234800,0.931,1.21e-05,11,0.193,-2.59,0,0.0473,135.944,4,0.527,spotify:track:0mWiuXuLAJ3Brin3Or2x6v,alternative
4Xv41B0BJRcMBJYpavNDfD,We Come Running,False,49,Youngblood Hawke,2012-01-01,day,Youngblood Hawke,"[0.49367647058823483, 0.3969546568627453, 0.3518161764705885, 0.38132352941176506, 0.2900845588235294, 0.39740563725490174, 0.2745845588235292, 0.2839816176470588, 0.21702450980392182, 0.28588112745098027, 0.4462340686274507, 0.3256507352941174]","[47.70918014705883, 58.59740931372558, 22.452992647058828, -8.337823529411757, 18.029388480392175, -33.65695833333328, 13.433144607843133, 2.865106617647056, -5.220464460784311, 4.645099264705887, -9.138323529411766, 0.9819754901960787]",0.000287,0.56,248600,0.736,0.00303,10,0.118,-7.014,1,0.041,124.983,4,0.31,spotify:track:4Xv41B0BJRcMBJYpavNDfD,alternative
39tLc4Xp58Lu4KcWHggeE2,Closer,True,0,The Downward Spiral,1994-03-08,day,Nine Inch Nails,"[0.7168301639344258, 0.5283999999999996, 0.2957147540983603, 0.30201967213114733, 0.33549704918032824, 0.3669718032786887, 0.31679475409836094, 0.3315075409836065, 0.3878662295081972, 0.38943475409836, 0.42348327868852376, 0.2661298360655732]","[45.92584983606557, 66.82692655737706, 2.9107022950820034, 12.666102950819672, 15.695259672131154, -36.064574426229456, 14.502897704918007, 5.7113547540983705, -14.145846557377062, 3.8602137704918116, -12.525961967213089, -2.979225573770499]",0.000365,0.559,373307,0.725,0.553,10,0.112,-8.631,0,0.0426,90.012,4,0.501,spotify:track:39tLc4Xp58Lu4KcWHggeE2,alternative
4pGqFOfzvfe6avb9kbZicC,Sweater Weather,False,60,I'm Sorry...,2012-08-07,day,The Neighbourhood,"[0.5011793939393939, 0.4203927272727272, 0.39339272727272706, 0.3563503030303029, 0.2736533333333332, 0.3494278787878782, 0.2729515151515152, 0.40679272727272703, 0.24114787878787855, 0.2815551515151516, 0.4179236363636365, 0.2618096969696967]","[50.13410787878784, 19.00326666666667, 25.69080484848486, 4.419012121212115, 21.44954545454544, -21.317304242424253, -4.182493333333335, -6.23293090909091, 0.4062678787878779, 1.1385309090909088, -11.438206060606074, -10.232670303030293]",0.15,0.695,240040,0.615,0.000212,7,0.0879,-5.325,0,0.042,124.015,4,0.414,spotify:track:4pGqFOfzvfe6avb9kbZicC,alternative
2PfnAaQIMwHPvmda8MG5jm,Slow And Steady,False,39,My Head Is An Animal,2012-01-01,day,Of Monsters and Men,"[0.5066553446553447, 0.6583616383616387, 0.30899200799200793, 0.3790289710289715, 0.3859080919080921, 0.26394305694305703, 0.39347852147852147, 0.30043056943056934, 0.4534525474525477, 0.2793066933066933, 0.32057342657342686, 0.4680459540459549]","[48.03865334665338, 11.36385314685315, 10.394385614385612, -14.642527472527481, -16.850019980019983, -28.323201798201794, -4.387499500499517, -0.0816763236763239, -6.817344655344642, 1.0928121878121877, -5.7452757242757215, -1.6780539460539459]",0.0173,0.316,301613,0.803,0.166,8,0.36,-7.143,0,0.0543,117.195,4,0.308,spotify:track:2PfnAaQIMwHPvmda8MG5jm,alternative
4Ouhoi2lAhrLJKFzUqEzwl,Born To Die,False,68,Born To Die - The Paradise Edition,2012-01-01,day,Lana Del Rey,"[0.5620194174757283, 0.40856917475728105, 0.3928543689320392, 0.24494902912621389, 0.39462742718446636, 0.20255825242718475, 0.2906116504854369, 0.3889453883495145, 0.3305497572815536, 0.45829611650485447, 0.27726456310679576, 0.42214563106796105]","[49.854362864077665, 4.830416262135922, 22.459194174757286, -12.32272451456309, 17.06187742718445, -29.419764563106796, -0.18060315533980573, 2.020802184466019, -2.303560679611649, 0.9240618932038831, -6.751286407766988, 0.5023871359223302]",0.222,0.428,285400,0.626,8.22e-05,4,0.277,-6.639,0,0.0339,86.02,4,0.379,spotify:track:4Ouhoi2lAhrLJKFzUqEzwl,alternative
1IJzsFooQKD4x1tnU7MXyH,Blood Pressure,False,32,Odd Soul (Deluxe Version),2011-09-30,day,Mutemath,"[0.47544000000000014, 0.47009999999999985, 0.5571342857142857, 0.25652714285714284, 0.2504271428571429, 0.33394714285714255, 0.35016857142857166, 0.3871785714285713, 0.2784942857142857, 0.3491785714285713, 0.23000428571428577, 0.26023999999999997]","[51.89697571428569, 32.35086285714285, 12.815382857142865, 2.7613457142857114, 7.359545714285722, -31.562465714285686, 8.765695714285709, -8.177935714285717, -0.5037314285714306, 1.3204928571428574, -6.811408571428571, 1.5273257142857155]",0.00105,0.572,183827,0.939,0.14,7,0.0329,-3.263,1,0.0382,112.43,3,0.632,spotify:track:1IJzsFooQKD4x1tnU7MXyH,alternative
5sFDReWLrZHLFZFjHsjUTS,Would?,False,70,Dirt,1992-09-29,day,Alice In Chains,"[0.49674465049928684, 0.49370470756062773, 0.26394151212553496, 0.38239514978602024, 0.31328673323823086, 0.3977617689015692, 0.5106562054208271, 0.4278159771754637, 0.40147788873038515, 0.3529614835948644, 0.5454136947218259, 0.4873423680456488]","[48.99048216833097, 36.44277746077033, -0.039485021398009204, -8.112915834522097, -1.8700770328102692, -29.999249643366657, 7.429753209700431, 3.00962054208274, -1.677507845934379, 4.287748930099853, -8.87512981455064, -2.580389443651927]",0.000327,0.305,206773,0.833,2.36e-05,6,0.091,-7.981,1,0.0398,100.675,4,0.586,spotify:track:5sFDReWLrZHLFZFjHsjUTS,alternative
6c8QH9FMFKj0ZgNeiyOx4v,Over My Head (Cable Car),False,49,Over My Head (Cable Car),2005-10-07,day,The Fray,"[0.5404725738396626, 0.5465977496483827, 0.28614064697608943, 0.44194092827004233, 0.25965541490857985, 0.3765583684950777, 0.2463389592123768, 0.27825879043600543, 0.5079381153305207, 0.27089029535864995, 0.3614711673699018, 0.23107313642756697]","[51.139969057665255, 47.46674964838257, 5.036300984528831, -16.04103234880451, 12.10954149085793, -21.90173699015471, -8.196135021097048, -0.8538495077355832, -6.778482419127994, 0.5454781997187061, -9.319542897327706, -5.314067510548523]",0.0204,0.591,236373,0.699,0,8,0.0614,-5.221,1,0.0449,116.029,4,0.733,spotify:track:6c8QH9FMFKj0ZgNeiyOx4v,alternative
5PtEpuVX03k9bOUwilL5EO,Punching In A Dream,False,60,"Passive Me, Aggressive You",2010,year,The Naked And Famous,"[0.4262140992167101, 0.529383812010444, 0.25205352480417775, 0.32589947780678824, 0.2878472584856398, 0.3676958224543082, 0.6735900783289818, 0.3358433420365541, 0.2993929503916451, 0.23162402088772835, 0.32316057441253276, 0.2698080939947781]","[52.77327284595307, 52.693535248041755, 23.83741906005225, -11.485411227154065, 18.535964751958208, -34.70637336814621, 16.531903394255878, 5.68498563968668, -3.2337010443864216, 3.251496083550916, -9.790027415143598, -0.5687637075718032]",0.00201,0.473,238133,0.883,0.000967,6,0.142,-3.65,1,0.047,115.048,4,0.164,spotify:track:5PtEpuVX03k9bOUwilL5EO,alternative
2U8g9wVcUu9wsg6i7sFSv8,Every Teardrop Is a Waterfall,False,68,Mylo Xyloto,2011-10-24,day,Coldplay,"[0.30631638418079105, 0.4889350282485877, 0.4254152542372884, 0.22710734463276813, 0.479436440677966, 0.23538983050847478, 0.34008474576271164, 0.2321581920903955, 0.3172146892655368, 0.6283997175141243, 0.24874435028248587, 0.38369915254237336]","[51.29508474576272, 89.216615819209, 54.48982768361572, -2.348185028248588, 11.90882203389831, -29.12345056497177, -5.441868644067797, 3.498540960451978, -9.530306497175143, 4.050028248587565, -5.297543785310739, -6.513642655367233]",0.00194,0.425,240796,0.732,0.0103,9,0.171,-6.883,1,0.0396,117.98,4,0.333,spotify:track:2U8g9wVcUu9wsg6i7sFSv8,alternative
3kb72STxc2959ZqsTwu52i,Ain't No Rest for the Wicked,False,0,Cage The Elephant,2009-03-27,day,Cage The Elephant,"[0.6115170157068055, 0.47110994764397807, 0.40103010471204187, 0.26636518324607344, 0.291535340314136, 0.37946727748691056, 0.39641753926701573, 0.5022277486910994, 0.4114751308900526, 0.40954581151832486, 0.3790445026178008, 0.43607460732984266]","[49.42053926701573, 77.63204581151838, 26.36786387434552, 3.963424083769633, 29.073667539267035, -12.703392670157061, 1.1479659685863899, 2.1078416230366495, -16.663435863874337, 2.534643979057593, -12.500977748691101, -0.37777748691099067]",0.0438,0.634,175493,0.849,0,0,0.363,-7.075,1,0.105,156.004,4,0.919,spotify:track:3kb72STxc2959ZqsTwu52i,alternative
1A5V1sxyCLpKJezp75tUXn,Closing Time,False,71,20th Century Masters: The Millennium Collection: Best Of Semisonic,2003-01-01,day,Semisonic,"[0.4197543103448274, 0.37238900862068997, 0.46727478448275817, 0.2448803879310344, 0.3029687500000004, 0.2066540948275863, 0.2995775862068964, 0.5236002155172417, 0.2859375, 0.4738243534482757, 0.2581637931034479, 0.26233081896551713]","[50.35394935344828, 38.007594827586196, 4.043627155172418, -12.062901939655175, 28.214891163793087, -30.783272629310307, 5.516334051724135, -3.8151012931034454, -1.7866131465517257, 0.28377909482758545, -8.793389008620686, -2.6135528017241363]",0.0204,0.478,274160,0.854,1.21e-06,7,0.115,-5.454,1,0.0289,91.854,4,0.274,spotify:track:1A5V1sxyCLpKJezp75tUXn,alternative
41X10r4A8eevG9KTEcUlNn,Vomit,False,0,"Father, Son, Holy Ghost",2011-09-13,day,Girls,"[0.30194419642857184, 0.3149776785714281, 0.3243861607142855, 0.19710825892857173, 0.4040089285714287, 0.1903281249999998, 0.2481495535714282, 0.3697299107142854, 0.258453125, 0.4252031250000006, 0.17187500000000028, 0.28798325892857124]","[47.416434151785786, 17.03660937500001, 2.6050357142857146, -16.13073325892858, -3.4662879464285714, -27.75671428571423, -1.0247633928571485, -3.4771462053571414, -5.110517857142851, -1.3590624999999998, -7.232617187499996, -0.4833125000000002]",0.00214,0.518,383600,0.592,0.748,4,0.1,-7.27,0,0.0297,117.938,4,0.185,spotify:track:41X10r4A8eevG9KTEcUlNn,alternative
1F2Ca0Cfo7DcdieWlZEqzc,Ready to Start,False,0,The Suburbs Deluxe,2011-08-02,day,Arcade Fire,"[0.3805425790754262, 0.5741654501216545, 0.4752420924574213, 0.2815729927007296, 0.36363503649635043, 0.2433613138686133, 0.46320437956204397, 0.22945863746958636, 0.3757627737226281, 0.4575742092457423, 0.2682518248175183, 0.32900729927007294]","[53.202537712895456, 32.96107177615572, 19.228613138686125, -8.677566909975669, 10.888186131386863, -27.54294160583942, -7.387802919708026, -4.356693430656931, -10.318118004866179, -2.775899026763983, -4.2119209245742075, 3.1924075425790788]",0.109,0.238,255907,0.93,0.0307,9,0.0772,-4.689,1,0.0386,188.257,4,0.541,spotify:track:1F2Ca0Cfo7DcdieWlZEqzc,alternative
1nLnpLXvl68RZCSjfkyiaa,Brain Stew,True,65,Insomniac,1995-10-10,day,Green Day,"[0.47165202108963084, 0.49525131810193335, 0.38189455184534243, 0.49295782073813715, 0.5291423550087877, 0.5130298769771529, 0.45257117750439374, 0.40691739894551826, 0.5151933216168718, 0.42627943760984216, 0.39086818980667815, 0.4269630931458696]","[46.9480351493849, 107.16591739894555, 7.118706502636205, 2.3201142355008777, 4.967231985940244, 0.4901388400702879, -10.928492091388408, 13.252585237258344, -18.43642355008787, 4.18084534270651, -19.08604920913886, -1.604724077328646]",0.00133,0.559,193000,0.543,2e-05,1,0.0577,-5.429,1,0.302,75.958,4,0.337,spotify:track:1nLnpLXvl68RZCSjfkyiaa,alternative
6h2q5GhVc9itEB6NqOEMd4,Eyes Wide Open,False,44,Making Mirrors,2011-01-01,day,Gotye,"[0.5569501424501424, 0.4136766381766387, 0.44776353276353265, 0.31623931623931606, 0.26952991452991476, 0.47088034188034206, 0.22451139601139597, 0.29379629629629606, 0.24798717948717938, 0.36650142450142464, 0.5034786324786321, 0.34350854700854705]","[50.08222507122514, -22.37373789173788, 16.73201994301993, -3.0685470085470063, 10.587659544159541, -28.90140313390309, 4.166678062678058, -6.694235042735043, -12.993088319088297, -5.3134971509971525, -5.673202279202279, -2.761242165242163]",0.194,0.597,191253,0.873,0.0205,5,0.16,-6.114,1,0.0368,138.892,4,0.643,spotify:track:6h2q5GhVc9itEB6NqOEMd4,alternative
2v8X6L6j0kbUPXDZwtXvXU,Why'd You Only Call Me When You're High?,False,0,AM,2013-09-09,day,Arctic Monkeys,"[0.424908145580589, 0.6146100519930675, 0.46352166377816273, 0.3018058925476604, 0.3556343154246101, 0.27133448873483557, 0.3998752166377818, 0.28217331022530345, 0.29967244367417684, 0.3398786828422879, 0.2415528596187176, 0.3486533795493931]","[48.35448353552859, 16.717032928942814, 4.544027729636033, 4.602258232235694, 11.357902946273834, -20.112642980935874, 0.734571923743501, 0.11763431542460931, -7.33253379549393, 2.3124696707105703, -9.324722703639509, 0.15103986135181963]",0.0483,0.691,161124,0.631,1.13e-05,2,0.104,-6.478,1,0.0368,92.004,4,0.8,spotify:track:2v8X6L6j0kbUPXDZwtXvXU,alternative
3RlsVPIIs5KFhLFhxZ4iDF,Rockstar,False,68,All the Right Reasons (Walmart Exclusive Edition),2005-09-26,day,Nickelback,"[0.6053373205741622, 0.37663277511961746, 0.3751064593301434, 0.2760203349282294, 0.3090825358851671, 0.4245598086124401, 0.2970885167464118, 0.46723086124401986, 0.24999641148325336, 0.27926794258373216, 0.41270454545454555, 0.3404449760765547]","[53.88628588516748, 63.39501076555028, 26.741144736842124, -2.1752069377990404, 7.150301435406694, -17.906037081339708, 6.005191387559806, 5.684938995215313, -19.899005980861247, -0.6436483253588514, -7.772795454545445, 4.477844497607657]",0.0459,0.616,252040,0.91,0,0,0.343,-3.004,1,0.0386,144.072,4,0.693,spotify:track:3RlsVPIIs5KFhLFhxZ4iDF,alternative
47No93LxERvV6MtOAmQzHS,Ignorance,False,65,Brand New Eyes,2009-09-28,day,Paramore,"[0.5053111979166663, 0.64391796875, 0.6233372395833346, 0.41862890625, 0.484895833333333, 0.4734466145833336, 0.4993945312500005, 0.43597656250000055, 0.3994218750000001, 0.32347395833333337, 0.28678906249999997, 0.5388255208333332]","[54.367622395833365, 61.44202083333334, 9.491533854166681, -10.103290364583321, 1.3814544270833335, -24.990105468750016, 5.92426302083333, 4.748269531250004, -5.129545572916667, 9.390973958333333, -10.840597656249992, 4.27715755208333]",0.00109,0.522,218627,0.964,0.000389,11,0.0387,-2.645,0,0.095,170.944,4,0.51,spotify:track:47No93LxERvV6MtOAmQzHS,alternative
54ix2V2omFv9UUiMks7Fhf,Woman,False,0,Wolfmother,2006-01-01,day,Wolfmother,"[0.5088915887850463, 0.5032579439252336, 0.5217196261682246, 0.38899813084112156, 0.5262971962616825, 0.33508785046728956, 0.32192897196261644, 0.29493271028037377, 0.28404112149532706, 0.40307476635514067, 0.31314205607476675, 0.40116074766355153]","[53.346970093457934, 45.219891588784975, 25.53254953271031, -12.907183177570104, -1.9659046728971938, -29.29542429906545, 3.7302317757009344, 0.033506542056074874, 0.9400168224299049, 1.4695028037383169, -8.587923364485983, -5.757792523364488]",5.1e-05,0.219,176307,0.952,0.0989,2,0.157,-3.621,1,0.176,112.886,1,0.172,spotify:track:54ix2V2omFv9UUiMks7Fhf,alternative
0GrrLYCH8u81aENhC8FBF4,That's Not My Name,False,50,We Started Nothing,2008-05-19,day,The Ting Tings,"[0.4369612403100779, 0.5407105943152458, 0.37797416020671815, 0.2949233419465977, 0.6772644272179157, 0.3948768303186911, 0.34598018949181725, 0.3164883720930236, 0.40138070628768363, 0.453711455641688, 0.271, 0.42817743324720065]","[51.69087424633936, 60.548316106804506, 10.31833333333334, 8.97238242894058, 20.824166236003425, -12.967514211886305, 1.3855555555555519, 5.597513350559863, -3.262695951765715, -0.8416666666666666, -13.106996554694245, 1.3056821705426362]",0.0451,0.755,310573,0.901,0.0373,9,0.363,-3.152,1,0.0893,145.042,4,0.959,spotify:track:0GrrLYCH8u81aENhC8FBF4,alternative
1ulWieXWAXHtK0qtMwN4DG,"Tonight, Tonight",False,0,Mellon Collie And The Infinite Sadness,1995-10-24,day,The Smashing Pumpkins,"[0.32210602409638595, 0.5134602409638549, 0.2198397590361448, 0.2975000000000005, 0.16858192771084318, 0.20734096385542192, 0.3673072289156629, 0.23364457831325297, 0.31386385542168677, 0.24888554216867442, 0.3839999999999995, 0.36298674698795175]","[46.11916265060242, 55.66758795180721, -14.428924096385563, -23.05442409638557, -16.750937349397592, -31.47883734939762, -6.739331325301211, -4.577121686746989, 8.365393975903618, 5.225342168674703, -6.612824096385548, -0.9162024096385532]",3.38e-05,0.277,254707,0.644,0.776,6,0.208,-10.085,1,0.0338,148.868,4,0.177,spotify:track:1ulWieXWAXHtK0qtMwN4DG,alternative
2zk1COXk7NaAaDW1KWMuio,"Steady, As She Goes",False,0,Broken Boy Soldiers,2006,year,The Raconteurs,"[0.5258477157360404, 0.5501607445008456, 0.38032487309644675, 0.2936598984771572, 0.38752791878172616, 0.26487309644670076, 0.36713874788494055, 0.3173248730964465, 0.36897292724196307, 0.4236142131979699, 0.3436531302876482, 0.6321336717428087]","[50.82927411167511, 17.08152961082911, -4.761578680203049, 1.211800338409482, 0.8830879864636213, -16.690243654822336, -0.7887140439932308, 2.9990203045685297, -9.115472081218279, -2.377981387478852, -11.371551607444998, 0.8178341793570207]",0.00882,0.53,215293,0.601,0.0211,9,0.083,-4.364,1,0.112,123.009,4,0.572,spotify:track:2zk1COXk7NaAaDW1KWMuio,alternative
5VGlqQANWDKJFl0MBG3sg2,Use Somebody,False,74,Only By The Night,2008-09-23,day,Kings of Leon,"[0.556588235294117, 0.3353031674208144, 0.302046757164404, 0.24154147812971355, 0.3899245852187028, 0.4953634992458523, 0.27736199095022607, 0.37541628959276047, 0.22673604826546015, 0.3216726998491704, 0.2064675716440422, 0.2718024132730018]","[50.52521417797886, 19.415894419306184, 23.71767571644041, -10.022791855203634, 5.858758672699847, -27.170610859728487, 5.394429864253394, 3.55444494720966, -6.746556561085971, -1.4788250377073897, -6.945259426847657, -3.1590331825037703]",0.00552,0.276,230760,0.715,0.000417,0,0.201,-5.356,1,0.0432,137.028,4,0.173,spotify:track:5VGlqQANWDKJFl0MBG3sg2,alternative
3MGuubCU1L7XWcTWc5Obb1,Hands,False,31,Hands,2010-10-10,day,The Ting Tings,"[0.4614770755886, 0.3283048327137551, 0.4099330855018587, 0.23570755885997557, 0.20260223048327144, 0.42756133828996334, 0.3394002478314747, 0.5827447335811652, 0.20710532837670392, 0.17481784386617114, 0.13951920693928138, 0.3024027261462207]","[52.73009417596029, 58.06461833952912, -19.650759603469606, -6.167178438661719, 10.42122676579926, -18.833928128872348, -5.51971871127633, 0.09842131350681493, 1.0978736059479552, 5.838521685254033, -14.778149938042134, -1.1051301115241632]",0.026,0.776,199787,0.881,9.05e-06,7,0.133,-3.764,0,0.0294,129.95,4,0.804,spotify:track:3MGuubCU1L7XWcTWc5Obb1,alternative
2t0ZYmVXMR36fchq1Egs2d,By the Way,False,54,By the Way,2002-07-09,day,Red Hot Chili Peppers,"[0.5852370283018866, 0.5018537735849055, 0.44297877358490617, 0.29629834905660374, 0.4239257075471698, 0.4034811320754717, 0.3859634433962264, 0.4008301886792453, 0.3547535377358495, 0.5459587264150936, 0.3339646226415095, 0.2800200471698112]","[51.439606132075376, 43.10724764150943, 12.38240801886793, -0.8769823113207549, -7.837356132075472, -21.15926533018869, 2.839346698113207, 0.44113443396226426, -14.451972877358477, -3.3494044811320762, -6.61291863207547, 3.5765011792452817]",0.016,0.452,216973,0.976,0.00631,0,0.0985,-4.349,1,0.117,123.035,4,0.178,spotify:track:2t0ZYmVXMR36fchq1Egs2d,alternative
6xy6jNeNTYwjnKTDzMyHw2,Zombie,False,0,No Need To Argue (The Complete Sessions 1994-1995),1994-10-03,day,The Cranberries,"[0.5160691964285705, 0.36618750000000017, 0.3289095982142853, 0.2278125, 0.4272265625000004, 0.33792299107142865, 0.35627901785714217, 0.590193080357143, 0.4065993303571432, 0.2841886160714288, 0.22688392857142836, 0.39629910714285693]","[45.84020870535721, 54.866321428571446, -19.79070870535716, -19.729776785714307, -4.3548616071428565, -23.45913616071429, -12.73094754464283, -0.1524631696428571, 6.536166294642854, 4.616128348214283, -6.5663102678571486, 0.9283482142857139]",0.0158,0.309,306440,0.649,0.00595,7,0.367,-8.994,1,0.035,166.915,4,0.313,spotify:track:6xy6jNeNTYwjnKTDzMyHw2,alternative
7acHFntM5UgPUQ6jC06J9Q,Sun,False,0,Beacon (Deluxe Version),2012-08-31,day,Two Door Cinema Club,"[0.4454600638977634, 0.2980686900958467, 0.30859265175718836, 0.16930191693290741, 0.355506389776358, 0.17819169329073484, 0.2260910543130992, 0.33504632587859406, 0.2069952076677317, 0.34169648562300275, 0.21677955271565505, 0.35106709265175706]","[49.948167731629404, 36.40151277955272, -7.418851437699682, -13.744865814696483, 3.257894568690091, -22.58602555910543, -3.076022364217253, 0.11079552715654996, 1.0712955271565492, 3.57555910543131, -10.48240575079873, 1.4171453674121404]",0.00982,0.649,187720,0.533,0.000364,4,0.111,-5.426,0,0.0284,96.973,4,0.611,spotify:track:7acHFntM5UgPUQ6jC06J9Q,alternative
4b8GTae6rqb9oPiRzVa3Gy,Loser,False,0,Mellow Gold,1994-03-01,day,Beck,"[0.4341702525724981, 0.6717773620205801, 0.45019270346117873, 0.3435247895229193, 0.38157062675397563, 0.3454864359214219, 0.4610935453695043, 0.467702525724977, 0.44954630495790393, 0.40457811038353597, 0.2529083255378856, 0.2549850327408792]","[44.45707109448081, 57.494414405986916, -12.435296538821312, -9.170585594013097, 5.825046772684763, -17.07353788587466, -1.1001805425631437, 5.437416276894291, -6.161027128157157, 1.5472553788587473, -11.424689429373252, 5.526982226379788]",0.0343,0.595,234960,0.617,0.000135,6,0.383,-10.455,0,0.117,85.387,4,0.823,spotify:track:4b8GTae6rqb9oPiRzVa3Gy,alternative
